"","formid","speciesid","abundance","X","id","fish_memberid","region","site","familyid","timecode","site4","site1","comments","memberid","exp","type","geogr","geogr4","geogr1","latitude","longitude","date","stemp","btemp","btime","start","visibility","averagedepth","maxdepth","current","year","month","day","occ","exp_binary","abundance2","abund_trans","site_dmy"
"3610308",173224,96,0,2218993,2220970,4556,"TWA",34030008,53,0,3403,3,"NULL",4556,"N",1,34030008,3403,3,0,0,2002-10-13,"82","82","60","10","3","4","NULL","3",2002,10,13,0,0,1,0,"3403000813102002"
"3610876",173397,96,0,2748260,2750273,9329,"TWA",34030075,53,0,3403,3,"NULL",9329,"E",1,34030075,3403,3,0,0,2003-06-12,"81","81","30","10","3","9","NULL","2",2003,6,12,0,1,1,0,"340300751262003"
"3611444",173398,96,0,2749259,2751272,10587,"TWA",34030038,53,0,3403,3,"NULL",10587,"E",1,34030038,3403,3,0,0,2003-06-13,"81","80","40","9","5","8","NULL","1",2003,6,13,0,1,1,0,"340300381362003"
"3612012",173399,96,0,2749174,2751187,10587,"TWA",34030011,53,0,3403,3,"NULL",10587,"E",1,34030011,3403,3,0,0,2003-06-13,"81","80","62","10","4","5","NULL","3",2003,6,13,0,1,1,0,"340300111362003"
"3612580",173409,96,2,2115852,2117824,19749,"TWA",33010122,64,0,3301,3,"NULL",19749,"N",1,33010122,3301,3,26.302,-80.0622,2002-06-27,"0","0","51","11","3","8","NULL","2",2002,6,27,1,0,3,2,"baseline"
"3613148",173412,96,0,2472678,2474680,19749,"TWA",33010130,53,0,3301,3,"NULL",19749,"N",1,33010130,3301,3,26.3208,-80.0588,2003-04-26,"0","78","48","15","3","8","NULL","1",2003,4,26,0,0,1,0,"baseline"
"3613716",173421,96,0,2577680,2579682,19749,"TWA",33010084,53,0,3301,3,"NULL",19749,"N",1,33010084,3301,3,26.3435,-80.056,2003-07-21,"0","84","45","11","3","8","NULL","3",2003,7,21,0,0,1,0,"baseline"
"3614284",173422,96,1,2577619,2579621,19749,"TWA",33010122,64,0,3301,3,"NULL",19749,"N",1,33010122,3301,3,26.3015,-80.0615,2003-07-22,"0","85","45","11","3","8","NULL","1",2003,7,22,1,0,2,1,"baseline"
"3614852",173462,96,0,2250078,2252057,21770,"TWA",33010122,53,0,3301,3,"NULL",21770,"N",1,33010122,3301,3,26.3018,-80.0617,2002-10-20,"82","80","35","14","5","9","NULL","3",2002,10,20,0,0,1,0,"3301012220102002"
"3615420",173471,96,0,2749333,2751346,10587,"TWA",34030075,53,0,3403,3,"NULL",10587,"E",1,34030075,3403,3,0,0,2003-06-12,"84","80","46","10","4","8","NULL","2",2003,6,12,0,1,1,0,"340300751262003"
"3615988",173516,96,0,3852014,3854138,14784,"TWA",34030009,53,0,3403,3,"NULL",14784,"E",1,34030009,3403,3,0,0,2005-07-23,"85","85","63","10","3","4","NULL","2",2005,7,23,0,1,1,0,"340300092372005"
"3616556",173594,96,1,1917395,1919358,7497,"TWA",33010130,64,0,3301,3,"NULL",7497,"E",1,33010130,3301,3,0,0,2002-05-26,"0","0","45","9","4","7","NULL","3",2002,5,26,1,1,2,1,"baseline"
"3617124",173845,96,0,2004287,2006253,6232,"TWA",34100004,53,0,3410,3,"NULL",6232,"E",1,34100004,3410,3,0,0,2002-07-28,"0","0","58","18","3","5","NULL","2",2002,7,28,0,1,1,0,"341000042872002"
"3617692",173846,96,0,1871825,1873788,23390,"TWA",34030011,53,0,3403,3,"NULL",23390,"N",1,34030011,3403,3,0,0,2002-06-04,"81","81","60","14","3","4","NULL","3",2002,6,4,0,0,1,0,"34030011462002"
"3618260",173847,96,0,1870566,1872529,18067,"TWA",34030011,53,0,3403,3,"NULL",18067,"E",1,34030011,3403,3,0,0,2002-06-04,"81","81","60","14","3","4","NULL","3",2002,6,4,0,1,1,0,"34030011462002"
"3618828",173894,96,0,2064934,2066900,8649,"TWA",32010020,53,0,3201,3,"NULL",8649,"N",1,32010020,3201,3,27.0888,-80.121,2002-07-13,"87","74","55","12","2","3","NULL","3",2002,7,13,0,0,1,0,"320100201372002"
"3619396",173903,96,0,2064872,2066838,8649,"TWA",32010020,53,0,3201,3,"NULL",8649,"N",1,32010020,3201,3,27.1067,-80.1218,2002-07-13,"0","78","68","10","3","4","NULL","2",2002,7,13,0,0,1,0,"320100201372002"
"3619964",173905,96,0,2951749,2953770,7110,"TWA",32010020,53,0,3201,3,"NULL",7110,"N",1,32010020,3201,3,27.1383,-80.1362,2003-07-12,"0","0","45","9","3","3","NULL","2",2003,7,12,0,0,1,0,"320100201272003"
"3620532",173906,96,0,2951566,2953587,5935,"TWA",32010020,53,0,3201,3,"NULL",5935,"N",1,32010020,3201,3,27.1383,-80.1362,2003-07-12,"0","0","45","9","3","3","NULL","2",2003,7,12,0,0,1,0,"320100201272003"
"3621100",173907,96,0,2064586,2066552,24365,"TWA",32010020,82,0,3201,3,"NULL",24365,"N",1,32010020,3201,3,27.0888,-80.121,2002-07-13,"87","74","55","12","2","3","NULL","2",2002,7,13,0,0,1,0,"320100201372002"
"3621668",173990,96,0,2064713,2066679,24347,"TWA",32010020,53,0,3201,3,"NULL",24347,"N",1,32010020,3201,3,27.105,-80.1203,2002-07-13,"78","72","45","9","3","4","NULL","2",2002,7,13,0,0,1,0,"320100201372002"
"3622236",173991,96,0,2064679,2066645,24348,"TWA",32010020,53,0,3201,3,"NULL",24348,"N",1,32010020,3201,3,27.105,-80.1203,2002-07-13,"79","0","45","9","3","4","NULL","2",2002,7,13,0,0,1,0,"320100201372002"
"3622804",173992,96,0,2064650,2066616,24349,"TWA",32010020,53,0,3201,3,"NULL",24349,"N",1,32010020,3201,3,27.105,-80.1203,2002-07-13,"0","74","40","9","4","4","NULL","2",2002,7,13,0,0,1,0,"320100201372002"
"3623372",173995,96,0,2064549,2066515,24365,"TWA",32010020,53,0,3201,3,"NULL",24365,"N",1,32010020,3201,3,27.1183,-80.1257,2002-07-13,"80","72","68","10","3","4","NULL","2",2002,7,13,0,0,1,0,"320100201372002"
"3623940",174043,96,0,1940576,1942540,23390,"TWA",34030008,53,0,3403,3,"NULL",23390,"N",1,34030008,3403,3,0,0,2002-06-28,"0","0","57","16","4","5","NULL","1",2002,6,28,0,0,1,0,"340300082862002"
"3624508",174045,96,0,1871145,1873108,23042,"TWA",34030014,53,0,3403,3,"NULL",23042,"N",1,34030014,3403,3,0,0,2002-06-16,"0","82","60","14","4","4","NULL","3",2002,6,16,0,0,1,0,"baseline"
"3625076",174048,96,0,1870832,1872795,23042,"TWA",34030038,17,0,3403,3,"NULL",23042,"N",1,34030038,3403,3,0,0,2002-06-16,"0","80","45","19","3","8","NULL","1",2002,6,16,0,0,1,0,"340300381662002"
"3625644",174050,96,1,1940822,1942786,23390,"TWA",34030018,64,0,3403,3,"NULL",23390,"N",1,34030018,3403,3,0,0,2002-06-30,"0","0","59","14","4","4","NULL","3",2002,6,30,1,0,2,1,"340300183062002"
"3626212",174051,96,0,1871908,1873871,23390,"TWA",34030038,53,0,3403,3,"NULL",23390,"N",1,34030038,3403,3,0,0,2002-06-16,"81","81","45","18","3","8","NULL","1",2002,6,16,0,0,1,0,"340300381662002"
"3626780",174054,96,0,2066725,2068691,735,"TWA",34030009,53,0,3403,3,"NULL",735,"N",1,34030009,3403,3,0,0,2002-07-09,"0","85","63","16","4","4","NULL","1",2002,7,9,0,0,1,0,"baseline"
"3627348",174055,96,0,2066792,2068758,735,"TWA",34030011,66,0,3403,3,"NULL",735,"N",1,34030011,3403,3,0,0,2002-07-09,"0","0","60","14","3","5","NULL","3",2002,7,9,0,0,1,0,"34030011972002"
"3627916",174059,96,0,2066850,2068816,735,"TWA",34030008,53,0,3403,3,"NULL",735,"N",1,34030008,3403,3,0,0,2002-07-10,"0","84","65","9","3","5","NULL","2",2002,7,10,0,0,1,0,"340300081072002"
"3628484",174074,96,0,2158222,2160197,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-08-30,"86","86","60","14","1","1","NULL","2",2002,8,30,0,0,1,0,"baseline"
"3629052",174078,96,0,2040130,2042096,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-07-30,"84","84","60","15","3","1","NULL","3",2002,7,30,0,0,1,0,"320100053072002"
"3629620",174079,96,0,2040173,2042139,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-07-31,"84","84","90","14","3","1","NULL","2",2002,7,31,0,0,1,0,"320100053172002"
"3630188",174080,96,0,2111729,2113701,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-08-17,"86","86","70","16","2","1","NULL","1",2002,8,17,0,0,1,0,"baseline"
"3630756",174081,96,0,2111853,2113825,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-08-20,"87","87","50","7","4","1","NULL","3",2002,8,20,0,0,1,0,"baseline"
"3631324",174082,96,0,2111771,2113743,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-08-19,"86","86","90","19","3","1","NULL","1",2002,8,19,0,0,1,0,"baseline"
"3631892",174083,96,0,2040258,2042224,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-08-02,"86","86","45","16","3","1","NULL","2",2002,8,2,0,0,1,0,"32010005282002"
"3632460",174084,96,0,1978964,1980930,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-06-28,"84","84","100","12","3","1","NULL","3",2002,6,28,0,0,1,0,"baseline"
"3633028",174086,96,0,1943501,1945465,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-06-07,"84","84","45","6","1","1","NULL","1",2002,6,7,0,0,1,0,"baseline"
"3633596",174088,96,0,1978766,1980732,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-07-11,"84","84","110","9","3","1","NULL","2",2002,7,11,0,0,1,0,"baseline"
"3634164",174089,96,0,1978808,1980774,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-07-12,"84","84","90","9","2","1","NULL","2",2002,7,12,0,0,1,0,"baseline"
"3634732",174092,96,0,2040002,2041968,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-07-28,"84","84","90","12","3","1","NULL","2",2002,7,28,0,0,1,0,"320100052872002"
"3635300",174093,96,0,2040086,2042052,4572,"TWA",32010005,53,0,3201,3,"NULL",4572,"N",1,32010005,3201,3,26.9122,-80.0743,2002-07-29,"84","84","90","13","3","1","NULL","2",2002,7,29,0,0,1,0,"320100052972002"
"3635868",174150,96,0,2176965,2178941,23082,"TWA",34030011,53,0,3403,3,"NULL",23082,"N",1,34030011,3403,3,25.0527,-80.3337,2002-08-30,"84","84","40","9","2","5","NULL","2",2002,8,30,0,0,1,0,"baseline"
"3636436",174158,96,0,2176839,2178815,23082,"TWA",34030023,53,0,3403,3,"NULL",23082,"N",1,34030023,3403,3,25.1363,-80.2903,2002-08-31,"84","84","51","14","3","4","NULL","3",2002,8,31,0,0,1,0,"340300233182002"
"3637004",174159,96,0,2176874,2178850,23082,"TWA",34030018,53,0,3403,3,"NULL",23082,"N",1,34030018,3403,3,25.1387,-80.305,2002-08-31,"84","84","51","15","2","4","NULL","2",2002,8,31,0,0,1,0,"340300183182002"
"3637572",174178,96,0,2544809,2546811,23577,"TWA",34100015,53,0,3410,3,"NULL",23577,"N",1,34100015,3410,3,0,0,2003-06-15,"0","0","60","13","2","4","NULL","2",2003,6,15,0,0,1,0,"baseline"
"3638140",174544,96,0,3852186,3854310,12287,"TWA",34030008,53,0,3403,3,"NULL",12287,"E",1,34030008,3403,3,0,0,2005-07-23,"0","81","68","11","3","5","NULL","3",2005,7,23,0,1,1,0,"340300082372005"
"3638708",174545,96,0,3852247,3854371,12287,"TWA",34030011,53,0,3403,3,"NULL",12287,"E",1,34030011,3403,3,0,0,2005-07-24,"0","81","62","11","3","5","NULL","3",2005,7,24,0,1,1,0,"340300112472005"
"3639276",174548,96,0,3852127,3854251,14784,"TWA",34030008,53,0,3403,3,"NULL",14784,"E",1,34030008,3403,3,0,0,2005-07-23,"84","84","65","11","3","5","NULL","3",2005,7,23,0,1,1,0,"340300082372005"
"3639844",174570,96,0,2220635,2222612,17023,"TWA",34050005,53,0,3405,3,"NULL",17023,"N",1,34050005,3405,3,0,0,2002-10-22,"0","0","22","13","3","4","NULL","3",2002,10,22,0,0,1,0,"3405000522102002"
"3640412",174571,96,0,2220406,2222383,17023,"TWA",34050005,53,0,3405,3,"NULL",17023,"N",1,34050005,3405,3,0,0,2002-10-22,"0","83","36","11","3","4","NULL","3",2002,10,22,0,0,1,0,"3405000522102002"
"3640980",174572,96,0,2220316,2222293,17023,"TWA",34050005,53,0,3405,3,"NULL",17023,"N",1,34050005,3405,3,0,0,2002-10-12,"0","83","39","14","3","4","NULL","3",2002,10,12,0,0,1,0,"3405000512102002"
"3641548",174573,96,0,2220101,2222078,17023,"TWA",34050005,53,0,3405,3,"NULL",17023,"N",1,34050005,3405,3,0,0,2002-10-12,"0","83","54","13","3","4","NULL","3",2002,10,12,0,0,1,0,"3405000512102002"
"3642116",174574,96,0,2220860,2222837,17023,"TWA",34060002,53,0,3406,3,"NULL",17023,"N",1,34060002,3406,3,0,0,2002-10-12,"0","82","35","11","2","11","NULL","1",2002,10,12,0,0,1,0,"3406000212102002"
"3642684",174576,96,0,2220366,2222343,17024,"TWA",34050005,66,0,3405,3,"NULL",17024,"N",1,34050005,3405,3,0,0,2002-10-22,"0","83","36","11","3","4","NULL","3",2002,10,22,0,0,1,0,"3405000522102002"
"3643252",174577,96,0,2220682,2222659,17024,"TWA",34050005,53,0,3405,3,"NULL",17024,"N",1,34050005,3405,3,0,0,2002-10-22,"0","83","22","13","3","4","NULL","3",2002,10,22,0,0,1,0,"3405000522102002"
"3643820",174578,96,0,2220722,2222699,17024,"TWA",34050005,53,0,3405,3,"NULL",17024,"N",1,34050005,3405,3,0,0,2002-10-23,"0","84","84","11","3","4","NULL","3",2002,10,23,0,0,1,0,"3405000523102002"
"3644388",174579,96,0,2220452,2222429,17024,"TWA",34050005,53,0,3405,3,"NULL",17024,"N",1,34050005,3405,3,0,0,2002-10-23,"0","84","67","13","3","4","NULL","3",2002,10,23,0,0,1,0,"3405000523102002"
"3644956",174581,96,0,2220538,2222515,17023,"TWA",34050005,53,0,3405,3,"NULL",17023,"N",1,34050005,3405,3,0,0,2002-10-25,"0","83","100","11","3","4","NULL","3",2002,10,25,0,0,1,0,"3405000525102002"
"3645524",174582,96,0,2220590,2222567,17024,"TWA",34050005,53,0,3405,3,"NULL",17024,"N",1,34050005,3405,3,0,0,2002-10-25,"0","84","100","11","3","4","NULL","3",2002,10,25,0,0,1,0,"3405000525102002"
"3646092",174587,96,0,2219595,2221572,17024,"TWA",34050005,53,0,3405,3,"NULL",17024,"N",1,34050005,3405,3,0,0,2002-10-11,"0","83","55","11","3","4","NULL","3",2002,10,11,0,0,1,0,"3405000511102002"
"3646660",174588,96,0,2220014,2221991,17024,"TWA",34050005,53,0,3405,3,"NULL",17024,"N",1,34050005,3405,3,0,0,2002-10-11,"0","84","52","12","3","4","NULL","3",2002,10,11,0,0,1,0,"3405000511102002"
"3647228",174589,96,0,2220193,2222170,17024,"TWA",34050005,53,0,3405,3,"NULL",17024,"N",1,34050005,3405,3,0,0,2002-10-11,"0","84","56","14","3","4","NULL","3",2002,10,11,0,0,1,0,"3405000511102002"
"3647796",174590,96,0,2220273,2222250,17024,"TWA",34050005,53,0,3405,3,"NULL",17024,"N",1,34050005,3405,3,0,0,2002-10-12,"0","84","39","14","3","4","NULL","0",2002,10,12,0,0,1,0,"3405000512102002"
"3648364",174598,96,0,2693329,2695339,17023,"TWA",33010297,51,0,3301,3,"NULL",17023,"N",1,33010297,3201,3,26.9037,-80.0175,2003-01-31,"0","70","35","10","3","9","NULL","2",2003,1,31,0,0,1,0,"330102973112003"
"3648932",174604,96,0,2787524,2789537,17024,"TWA",33010279,53,0,3301,3,"NULL",17024,"N",1,33010279,3301,3,26.8462,-80.0203,2003-10-22,"0","83","38","11","4","9","NULL","3",2003,10,22,0,0,1,0,"3301027922102003"
"3649500",174606,96,0,2787479,2789492,17023,"TWA",33010279,53,0,3301,3,"NULL",17023,"N",1,33010279,3301,3,26.8462,-80.0203,2003-10-22,"0","83","35","11","4","8","NULL","2",2003,10,22,0,0,1,0,"3301027922102003"
"3650068",174609,96,0,2787569,2789582,17024,"TWA",33010009,53,0,3301,3,"NULL",17024,"N",1,33010009,3301,3,26.7092,-80.016,2003-10-23,"0","84","45","13","4","7","NULL","2",2003,10,23,0,0,1,0,"3301000923102003"
"3650636",174610,96,0,2787901,2789914,17023,"TWA",33010009,53,0,3301,3,"NULL",17023,"N",1,33010009,3301,3,26.7092,-80.016,2003-10-23,"0","84","45","13","4","7","NULL","2",2003,10,23,0,0,1,0,"3301000923102003"
"3651204",174612,96,0,2693365,2695375,17024,"TWA",33010297,51,0,3301,3,"NULL",17024,"N",1,33010297,3201,3,26.9037,-80.0175,2003-01-31,"0","70","35","10","3","9","NULL","2",2003,1,31,0,0,1,0,"330102973112003"
"3651772",174654,96,0,3489030,3491146,19180,"TWA",33010073,53,0,3301,3,"NULL",19180,"E",1,33010073,3301,3,26.3243,-80.0615,2004-03-20,"0","73","35","14","3","7","NULL","2",2004,3,20,0,1,1,0,"baseline"
"3652340",174660,96,0,3121991,3124104,27987,"TWA",33010122,53,0,3301,3,"NULL",27987,"N",1,33010122,3301,3,26.302,-80.0623,2004-06-19,"0","0","38","16","3","8","NULL","3",2004,6,19,0,0,1,0,"330101221962004"
"3652908",174805,96,1,2251306,2253285,1240,"TWA",23010013,64,0,2301,2,"NULL",1240,"N",1,23010013,2301,2,27.8567,-83.03,2002-11-02,"79","79","32","10","3","6","NULL","2",2002,11,2,1,0,2,1,"baseline"
"3653476",174838,96,0,2249783,2251762,20150,"TWA",33010084,53,0,3301,3,"NULL",20150,"N",1,33010084,3301,3,0,0,2002-10-26,"80","80","37","9","4","5","NULL","2",2002,10,26,0,0,1,0,"baseline"
"3654044",175199,96,0,2221618,2223595,2948,"TWA",34080004,53,0,3408,3,"NULL",2948,"N",1,34080004,3408,3,0,0,2002-09-09,"84","82","110","13","3","5","NULL","3",2002,9,9,0,0,1,0,"baseline"
"3654612",175202,96,2,2251264,2253243,2948,"TWA",23010007,64,0,2301,2,"NULL",2948,"N",1,23010007,2301,2,27.9532,-83.1217,2002-10-20,"80","80","53","12","2","8","NULL","3",2002,10,20,1,0,3,2,"baseline"
"3655180",175203,96,0,2354681,2356663,2948,"TWA",34080008,53,0,3408,3,"NULL",2948,"N",1,34080008,3408,3,24.4583,-81.8407,2002-12-18,"75","75","65","9","3","4","NULL","2",2002,12,18,0,0,1,0,"baseline"
"3655748",175204,96,0,2354629,2356611,2948,"TWA",34080003,53,0,3408,3,"NULL",2948,"N",1,34080003,3408,3,24.449,-81.8563,2002-12-18,"73","73","55","11","3","4","NULL","3",2002,12,18,0,0,1,0,"baseline"
"3656316",175206,96,2,2527916,2529918,2948,"TWA",23010007,64,0,2301,2,"NULL",2948,"N",1,23010007,2301,2,27.9532,-83.1217,2003-06-11,"0","0","69","11","3","8","NULL","2",2003,6,11,1,0,3,2,"230100071162003"
"3656884",175207,96,1,2527948,2529950,2948,"TWA",23010018,64,0,2301,2,"NULL",2948,"N",1,23010018,2301,2,27.9267,-83.0233,2003-06-11,"84","84","77","13","2","6","NULL","2",2003,6,11,1,0,2,1,"230100181162003"
"3657452",175211,96,2,2555653,2557655,2948,"TWA",23010018,64,0,2301,2,"NULL",2948,"N",1,23010018,2301,2,27.9267,-83.0233,2003-06-14,"83","83","84","9","3","6","NULL","2",2003,6,14,1,0,3,2,"baseline"
"3658020",175212,96,2,2555682,2557684,2948,"TWA",23010054,64,0,2301,2,"NULL",2948,"N",1,23010054,2301,2,0,0,2003-06-14,"83","83","86","12","3","8","NULL","3",2003,6,14,1,0,3,2,"baseline"
"3658588",175213,96,0,5405173,5407420,2948,"TWA",34030008,34,12,3403,3,"NULL",2948,"E",1,34030008,3403,3,0,0,2008-08-05,"84","84","63","12","3","4","NULL","2",2008,8,5,0,1,1,0,"baseline"
"3659156",175619,96,0,2296672,2298652,5474,"TWA",34040007,53,0,3404,3,"NULL",5474,"E",1,34040007,3404,3,0,0,2002-12-04,"76","76","36","10","4","10","NULL","3",2002,12,4,0,1,1,0,"340400074122002"
"3659724",175622,96,0,2287040,2289019,18067,"TWA",34030075,53,0,3403,3,"NULL",18067,"E",1,34030075,3403,3,0,0,2002-12-13,"77","77","30","9","3","9","NULL","2",2002,12,13,0,1,1,0,"3403007513122002"
"3660292",175624,96,0,2402572,2404570,5474,"TWA",34030008,66,0,3403,3,"NULL",5474,"E",1,34030008,3403,3,0,0,2003-03-14,"0","0","60","10","4","4","NULL","3",2003,3,14,0,1,1,0,"340300081432003"
"3660860",175625,96,0,2402540,2404538,5474,"TWA",34030038,53,0,3403,3,"NULL",5474,"E",1,34030038,3403,3,0,0,2003-03-14,"0","0","25","9","4","12","NULL","2",2003,3,14,0,1,1,0,"340300381432003"
"3661428",175632,96,0,2402876,2404874,18067,"TWA",34030009,53,0,3403,3,"NULL",18067,"E",1,34030009,3403,3,0,0,2003-01-12,"73","73","45","11","4","4","NULL","3",2003,1,12,0,1,1,0,"baseline"
"3661996",175634,96,1,2746760,2748773,18067,"TWA",34030038,64,0,3403,3,"NULL",18067,"E",1,34030038,3403,3,0,0,2003-03-22,"75","71","30","10","2","10","NULL","1",2003,3,22,1,1,2,1,"340300382232003"
"3662564",175637,96,0,2746677,2748690,18067,"TWA",34030011,53,0,3403,3,"NULL",18067,"E",1,34030011,3403,3,0,0,2003-03-22,"75","75","60","13","3","5","NULL","3",2003,3,22,0,1,1,0,"340300112232003"
"3663132",175641,96,0,2449498,2451499,5474,"TWA",34030009,53,0,3403,3,"NULL",5474,"E",1,34030009,3403,3,0,0,2003-05-10,"0","0","60","10","4","4","NULL","2",2003,5,10,0,1,1,0,"340300091052003"
"3663700",175642,96,0,2113145,2115117,3217,"TWA",33010073,53,0,3301,3,"NULL",3217,"E",1,33010073,3301,3,0,0,2002-08-28,"83","82","45","10","3","8","NULL","2",2002,8,28,0,1,1,0,"baseline"
"3664268",175652,96,0,2160828,2162803,3217,"TWA",33010124,53,0,3301,3,"NULL",3217,"E",1,33010124,3301,3,0,0,2002-09-04,"84","84","90","9","4","7","NULL","2",2002,9,4,0,1,1,0,"baseline"
"3664836",175661,96,0,2159196,2161171,3217,"TWA",33010124,53,0,3301,3,"NULL",3217,"E",1,33010124,3301,3,0,0,2002-09-14,"82","82","65","9","3","7","NULL","2",2002,9,14,0,1,1,0,"baseline"
"3665404",175663,96,0,2159494,2161469,3217,"TWA",33010124,53,0,3301,3,"NULL",3217,"E",1,33010124,3301,3,0,0,2002-09-22,"83","83","81","16","3","7","NULL","1",2002,9,22,0,1,1,0,"baseline"
"3665972",175664,96,0,2159435,2161410,3217,"TWA",33010119,53,0,3301,3,"NULL",3217,"E",1,33010119,3301,3,0,0,2002-09-22,"84","84","70","14","4","9","NULL","2",2002,9,22,0,1,1,0,"baseline"
"3666540",175670,96,0,2160252,2162227,3217,"TWA",33010084,53,0,3301,3,"NULL",3217,"E",1,33010084,3301,3,0,0,2002-09-27,"82","82","45","15","3","7","NULL","2",2002,9,27,0,1,1,0,"baseline"
"3667108",175671,96,0,2160321,2162296,3217,"TWA",33010124,53,0,3301,3,"NULL",3217,"E",1,33010124,3301,3,0,0,2002-09-27,"82","82","60","16","4","7","NULL","2",2002,9,27,0,1,1,0,"baseline"
"3667676",175686,96,0,2158918,2160893,3217,"TWA",33010124,53,0,3301,3,"NULL",3217,"E",1,33010124,3301,3,0,0,2002-09-09,"83","83","80","10","4","7","NULL","2",2002,9,9,0,1,1,0,"baseline"
"3668244",175689,96,0,2160570,2162545,3217,"TWA",33010084,53,0,3301,3,"NULL",3217,"E",1,33010084,3301,3,0,0,2002-09-06,"83","83","80","10","4","7","NULL","3",2002,9,6,0,1,1,0,"baseline"
"3668812",175691,96,0,2160742,2162717,3217,"TWA",33010084,53,0,3301,3,"NULL",3217,"E",1,33010084,3301,3,0,0,2002-09-05,"84","84","65","10","4","7","NULL","1",2002,9,5,0,1,1,0,"baseline"
"3669380",175693,96,0,2161080,2163055,3217,"TWA",33010084,53,0,3301,3,"NULL",3217,"E",1,33010084,3301,3,0,0,2002-09-01,"84","84","70","11","3","7","NULL","2",2002,9,1,0,1,1,0,"baseline"
"3669948",175760,96,0,2117495,2119467,3346,"TWA",34030009,53,0,3403,3,"NULL",3346,"E",1,34030009,3403,3,0,0,2002-09-03,"85","85","60","10","3","3","NULL","2",2002,9,3,0,1,1,0,"34030009392002"
"3670516",175763,96,0,2118059,2120031,20664,"TWA",34030023,53,0,3403,3,"NULL",20664,"N",1,34030023,3403,3,0,0,2002-07-06,"84","82","58","9","4","5","NULL","3",2002,7,6,0,0,1,0,"34030023672002"
"3671084",175764,96,0,2117990,2119962,20664,"TWA",34030009,53,0,3403,3,"NULL",20664,"N",1,34030009,3403,3,0,0,2002-06-29,"82","82","55","9","6","4","NULL","2",2002,6,29,0,0,1,0,"340300092962002"
"3671652",175773,96,0,2174111,2176087,24379,"TWA",34030014,53,0,3403,3,"NULL",24379,"N",1,34030014,3403,3,25.146,-80.2558,2002-09-06,"84","0","45","14","3","3","NULL","3",2002,9,6,0,0,1,0,"34030014692002"
"3672220",175774,96,0,2174056,2176032,24379,"TWA",34030031,53,0,3403,3,"NULL",24379,"N",1,34030031,3403,3,0,0,2002-09-06,"84","0","55","16","3","3","NULL","3",2002,9,6,0,0,1,0,"baseline"
"3672788",175776,96,0,2297717,2299697,12715,"TWA",34030009,53,0,3403,3,"NULL",12715,"N",1,34030009,3403,3,0,0,2002-09-22,"0","0","57","10","4","4","NULL","3",2002,9,22,0,0,1,0,"340300092292002"
"3673356",175782,96,1,2108968,2110940,5474,"TWA",34060002,64,0,3406,3,"NULL",5474,"E",1,34060002,3406,3,0,0,2002-08-11,"85","85","40","10","5","9","NULL","3",2002,8,11,1,1,2,1,"340600021182002"
"3673924",175822,96,0,2176736,2178712,22568,"TWA",34030018,53,0,3403,3,"NULL",22568,"N",1,34030018,3403,3,0,0,2002-04-28,"0","0","58","15","4","7","NULL","2",2002,4,28,0,0,1,0,"baseline"
